City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,camalu,30.85,-116.0667,19.25,67,89,4.82,MX,1708302269
364,shira,54.4911,89.9531,-30.99,97,92,1.47,RU,1708302090
365,hailar,49.2,119.7,-25.15,96,100,6.2,CN,1708302271
366,groningen,53.25,6.75,7.79,93,100,5.66,NL,1708302058
367,urangan,-25.3,152.9,30.11,71,1,4.92,AU,1708302273
368,sarina,-21.4333,149.2167,30.15,19,88,5.44,AU,1708302274
369,mangrol,21.1167,70.1167,22.28,74,14,2.64,IN,1708302275
370,akureyri,65.6835,-18.0878,-1.04,93,0,1.54,IS,1708302276
371,urzhar,47.093,81.6294,-26.28,87,4,1.84,KZ,1708302277
372,taltal,-25.4,-70.4833,20.51,80,51,2.03,CL,1708302020
373,argo,37.6333,22.7333,9.32,73,1,1.25,GR,1708302279
374,palwancha,17.5815,80.6765,19.51,88,66,1.19,IN,1708302280
375,talcahuano,-36.7167,-73.1167,18.82,63,0,5.66,CL,1708302281
376,tura,25.5198,90.2201,14.16,40,4,1.15,IN,1708302282
377,kirs,59.3388,52.2447,-7.67,93,100,4.62,RU,1708302282
378,prieska,-29.6641,22.7474,20.79,14,0,2.31,ZA,1708302283
379,lucapa,-8.4192,20.7447,20.05,97,99,1.3,AO,1708302284
380,northam,51.0333,-4.2167,10.22,99,50,5.18,GB,1708302285
381,lumberton,34.6182,-79.0086,6.05,65,0,0.0,US,1708302286
382,vadso,70.0744,29.7487,-4.91,86,40,7.2,NO,1708302287
383,usogorsk,63.4106,48.6872,-12.96,96,97,2.71,RU,1708302289
384,el segundo,33.9192,-118.4165,19.21,74,75,5.14,US,1708302290
385,polyarnyy,69.1989,33.4478,-6.2,84,82,10.11,RU,1708302291
386,nova vicosa,-17.8919,-39.3719,25.08,92,100,3.97,BR,1708302292
387,vyritsa,59.4078,30.3481,-8.27,95,18,1.88,RU,1708302293
388,bodden town,19.2833,-81.25,25.0,87,75,5.66,KY,1708302294
389,muynoq,43.7683,59.0214,-2.59,59,100,6.98,UZ,1708302295
390,ambon,-3.6954,128.1814,30.08,70,40,3.6,ID,1708302296
391,komsomol'sk,49.0097,33.6455,-1.01,72,99,3.33,UA,1708302296
392,whangarei,-35.7317,174.3239,26.9,41,48,0.63,NZ,1708302024
393,meadow lakes,61.6247,-149.6011,5.9,61,100,1.54,US,1708302298
394,kurmuk,10.55,34.2833,26.76,22,100,3.74,SD,1708302299
395,middelburg,-25.7751,29.4648,18.07,85,96,2.9,ZA,1708302300
396,ciudad bolivar,8.1222,-63.5497,31.5,31,35,4.96,VE,1708302301
397,sweetwater,25.7634,-80.3731,19.45,97,100,0.0,US,1708302303
398,geraldton,-28.7667,114.6,40.23,9,71,8.23,AU,1708302304
399,saynshand,44.8824,110.1163,-29.62,79,2,2.45,MN,1708302305
400,loikaw,19.6742,97.2094,11.47,24,0,1.25,MM,1708302306
401,sierra grande,-41.606,-65.3557,26.75,19,72,8.63,AR,1708302307
402,utete,-7.986,38.758,24.58,97,100,0.48,TZ,1708302309
403,bodo,67.28,14.405,-3.98,93,100,4.12,NO,1708302310
404,uturoa,-16.7333,-151.4333,28.33,78,100,6.07,PF,1708302311
405,faya-largeau,17.9257,19.1043,19.16,18,26,7.21,TD,1708302312
406,victoria,22.2855,114.1577,23.03,89,87,4.02,HK,1708302313
407,goba,7.0167,39.9833,12.59,72,93,1.14,ET,1708302314
408,tamanrasset,22.785,5.5228,10.95,19,0,1.03,DZ,1708302315
409,gulf breeze,30.3571,-87.1639,11.17,41,0,3.6,US,1708302316
410,nizhnevartovsk,60.9344,76.5531,-26.66,76,0,4.02,RU,1708302267
411,sola,-13.8833,167.55,32.37,70,40,0.0,VU,1708302319
412,kamwenge,0.1866,30.4539,18.28,90,90,0.66,UG,1708302320
413,dompu,-8.5356,118.4622,27.58,86,40,0.67,ID,1708302321
414,aleg,17.0481,-13.9209,28.34,9,0,5.53,MR,1708302323
415,ola,59.5833,151.2833,-19.5,73,99,2.31,RU,1708302324
416,romblon,12.5751,122.2708,25.7,80,72,7.2,PH,1708302325
417,mount pearl,47.5166,-52.7813,-5.38,88,40,12.86,CA,1708302034
418,verkh-chebula,56.0308,87.6218,-33.95,100,12,0.6,RU,1708302327
419,chandia,23.65,80.7,18.73,50,8,2.58,IN,1708302328
420,curaca,-8.9903,-39.9094,26.96,68,55,3.44,BR,1708302329
421,great falls,47.5002,-111.3008,4.12,66,0,7.2,US,1708302313
422,natal,-5.795,-35.2094,29.12,84,75,4.12,BR,1708302080
423,kapa'a,22.0752,-159.319,24.99,55,20,8.75,US,1708302331
424,souillac,-20.5167,57.5167,26.21,69,40,4.63,MU,1708302332
425,kerikeri,-35.2268,173.9474,24.92,49,61,3.05,NZ,1708302333
426,areka,7.0667,37.7,20.9,61,100,1.18,ET,1708302334
427,boma,7.0805,-2.1697,26.53,62,66,1.31,GH,1708302335
428,acapulco de juarez,16.8634,-99.8901,27.9,54,0,2.06,MX,1708302336
429,coronel suarez,-37.4547,-61.9334,23.08,59,65,2.88,AR,1708302337
430,recreo,-29.2818,-65.061,26.47,55,67,2.6,AR,1708302338
431,iskateley,67.6803,53.1512,-12.21,94,99,5.81,RU,1708302339
432,kaa-khem,51.6833,94.7333,-31.44,88,100,1.77,RU,1708302136
433,serdar,38.9764,56.2757,-2.87,90,90,1.57,TM,1708302341
434,gremyachinsk,58.5603,57.851,-13.29,83,80,5.72,RU,1708302342
435,itoman,26.1247,127.6694,24.49,83,20,6.69,JP,1708302343
436,san juan,-31.5375,-68.5364,30.59,35,6,3.45,AR,1708302049
437,siwa oasis,29.2041,25.5195,12.66,70,5,3.56,EG,1708302345
438,mtwara,-10.2667,40.1833,26.2,88,100,2.01,TZ,1708302346
439,chibougamau,49.9168,-74.3659,-15.21,78,100,3.09,CA,1708302346
440,nizhnedevitsk,51.5419,38.3657,-5.26,93,66,3.79,RU,1708302347
441,gainesville,29.6516,-82.3248,12.08,70,100,4.63,US,1708302116
442,chipurupalle,18.3,83.5667,19.45,77,46,1.17,IN,1708302354
443,leava,-14.3,-178.1667,26.53,87,100,3.01,WF,1708302355
444,zaranj,30.9667,61.8833,6.98,51,75,10.15,AF,1708302356
445,villamontes,-21.25,-63.5,23.88,93,100,1.85,BO,1708302363
446,santa cruz,-17.8,-63.1667,27.7,89,75,3.09,BO,1708302364
447,lethem,3.3803,-59.7968,29.14,47,23,4.07,GY,1708302365
448,gananoque,44.3334,-76.1661,-0.59,90,100,10.04,CA,1708302314
449,severo-yeniseyskiy,60.3725,93.0408,-39.12,100,95,1.79,RU,1708302091
450,ulanhot,46.0833,122.0833,-18.33,58,46,4.81,CN,1708302184
451,lewiston orchards,46.3804,-116.9754,5.95,86,75,2.06,US,1708302369
452,luderitz,-26.6481,15.1594,16.75,79,0,3.48,NA,1708302370
453,smidovich,48.6,133.8167,-9.8,95,100,3.4,RU,1708302256
454,la'ie,21.6477,-157.9253,25.98,55,20,4.02,US,1708302372
455,rikaze,29.25,88.8833,-2.56,55,50,1.47,CN,1708302373
456,sal rei,16.1833,-22.9167,22.67,80,0,8.92,CV,1708302374
457,quellon,-43.1167,-73.6167,13.85,77,68,4.56,CL,1708302375
458,suva,-18.1416,178.4415,27.71,94,75,3.6,FJ,1708302177
459,sanctuary point,-35.1114,150.629,24.3,89,100,3.29,AU,1708302377
460,boda,4.3189,17.4695,23.23,82,92,1.05,CF,1708302378
461,namibe,-15.1961,12.1522,27.1,74,100,2.83,AO,1708302379
462,weno,7.4515,151.8468,27.48,71,87,9.59,FM,1708302380
463,gamba,-2.65,10.0,26.37,83,31,1.28,GA,1708302381
464,kastsyukovichy,53.3516,32.0506,-4.25,88,5,2.73,BY,1708302382
465,coquimbo,-29.9533,-71.3436,18.85,82,100,3.09,CL,1708302383
466,mount isa,-20.7333,139.5,27.87,74,100,4.63,AU,1708302384
467,auki,-8.7676,160.7034,29.75,70,53,2.92,SB,1708302386
468,castillos,-34.1667,-53.8333,22.38,95,61,4.77,UY,1708302387
469,rabo de peixe,37.8,-25.5833,17.77,99,20,1.03,PT,1708302388
470,igarka,67.4667,86.5833,-21.8,87,100,10.18,RU,1708302389
471,kingston,17.997,-76.7936,27.53,75,20,9.77,JM,1708302100
472,hami,42.8,93.45,-9.94,26,93,1.52,CN,1708302392
473,ejirin,6.6142,3.9002,27.1,86,10,1.34,NG,1708302393
474,kavaratti,10.5669,72.642,27.74,75,75,2.59,IN,1708302394
475,suwayr,30.1171,40.3893,9.52,60,2,1.35,SA,1708302395
476,mocimboa,-11.3167,40.35,25.3,90,100,1.24,MZ,1708302396
477,pavlogradka,54.2024,73.5592,-35.99,100,67,1.19,RU,1708302397
478,tataouine,32.9297,10.4518,11.9,96,69,4.02,TN,1708302398
479,pangai,-19.8,-174.35,30.06,66,75,7.72,TO,1708302399
480,carutapera,-1.195,-46.02,25.45,93,100,4.09,BR,1708302400
481,pudozh,61.8099,36.5345,-17.98,100,91,1.36,RU,1708302401
482,twon-brass,4.3151,6.2418,28.32,84,6,4.41,NG,1708302402
483,esikhaleni,-28.871,31.8996,22.9,81,79,3.93,ZA,1708302403
484,dakoro,14.5106,6.765,20.22,10,87,4.89,NE,1708302404
485,protaras,35.0125,34.0583,11.66,83,26,4.47,CY,1708302405
486,kuala tungkal,-0.8167,103.4667,25.27,92,85,1.48,ID,1708302406
487,amga,60.8953,131.9608,-30.92,98,100,1.46,RU,1708302407
488,kaohsiung,22.6163,120.3133,26.69,70,40,1.54,TW,1708302408
489,port hedland,-20.3167,118.5667,35.03,41,57,2.06,AU,1708302409
490,kamaishi,39.2667,141.8833,12.24,79,86,5.6,JP,1708302410
491,baicheng,45.6167,122.8167,-14.01,43,97,6.92,CN,1708302411
492,hasaki,35.7333,140.8333,17.22,68,24,9.88,JP,1708302411
493,kimje,35.8017,126.8889,11.94,99,100,2.26,KR,1708302412
494,cambria,35.5641,-121.0808,18.09,92,95,3.58,US,1708302194
495,entebbe,0.0644,32.4469,23.27,72,35,2.16,UG,1708302138
496,talara,-4.5772,-81.2719,27.42,78,100,4.12,PE,1708302415
497,bukhara,39.7747,64.4286,-5.03,80,100,2.06,UZ,1708302416
498,rozhyshche,50.9154,25.2691,0.2,97,88,2.57,UA,1708302417
499,sinabang,2.4803,96.3801,26.93,80,100,0.63,ID,1708302419
500,margate,51.3813,1.3862,9.83,83,4,1.34,GB,1708302420
501,kirby,29.4633,-98.3856,13.22,41,20,4.12,US,1708302421
502,ciudad lazaro cardenas,17.9583,-102.2,25.51,66,0,2.55,MX,1708302224
503,balabac,7.9868,117.0645,27.31,81,71,7.82,PH,1708302423
504,sivasli,38.4994,29.6836,0.98,83,2,2.71,TR,1708302424
505,konakovo,56.7,36.7667,-8.26,96,95,2.12,RU,1708302425
506,dwarka,22.2394,68.9678,22.82,74,73,5.58,IN,1708302426
507,rabigh,22.7986,39.0349,20.94,54,30,5.63,SA,1708302427
508,turpan,42.9333,89.1667,-6.88,28,36,0.51,CN,1708302428
509,inhambane,-23.865,35.3833,26.63,77,65,5.87,MZ,1708302429
510,skeldon,5.8833,-57.1333,25.76,77,71,3.98,GY,1708302430
511,ad-damazin,11.7891,34.3592,26.98,24,94,4.88,SD,1708302431
512,ebon,4.582,168.6964,28.04,82,98,7.02,MH,1708302432
513,conde,-7.2597,-34.9075,26.7,94,20,1.54,BR,1708302433
514,juanjui,-7.1779,-76.7314,24.61,96,100,0.55,PE,1708302434
515,phillip island,-38.4835,145.231,20.0,74,99,4.59,AU,1708302435
516,grootfontein,-19.5667,18.1167,20.76,37,50,1.54,NA,1708302436
517,alice springs,-23.7,133.8833,30.68,50,100,6.17,AU,1708302438
518,york beach,43.1717,-70.6089,0.56,55,77,4.02,US,1708302439
519,alton,38.8906,-90.1843,7.06,56,0,2.57,US,1708302156
520,shiyan,32.6475,110.7781,10.19,41,100,1.35,CN,1708302441
521,mejit,10.2753,170.8646,27.09,80,96,6.06,MH,1708302441
522,kiunga,-6.1219,141.2906,27.18,84,97,0.66,PG,1708302442
523,la dorada,5.4478,-74.6631,28.52,76,70,0.7,CO,1708302444
524,freetown,8.484,-13.2299,27.84,74,2,4.12,SL,1708302445
525,marquette,46.5333,-87.6335,-5.31,74,94,1.96,US,1708302446
526,poso,-1.3959,120.7524,27.65,65,15,0.6,ID,1708302446
527,luebo,-5.35,21.4167,21.96,99,82,0.6,CD,1708302447
528,floresville,29.1336,-98.1561,13.03,42,4,1.36,US,1708302448
529,veliko turnovo,43.0812,25.629,5.66,93,100,2.06,BG,1708302241
530,nova sintra,14.8667,-24.7167,20.93,78,0,9.16,CV,1708302450
531,thomson,33.4707,-82.5046,6.14,73,0,0.0,US,1708302344
532,selfoss,63.9331,-20.9971,3.91,98,100,2.83,IS,1708302452
533,lae,-6.7221,146.9847,32.37,55,93,1.21,PG,1708302453
534,grand baie,-20.0182,57.5802,26.36,71,99,2.68,MU,1708302454
535,obolensk,54.9774,37.2245,-6.72,95,95,2.32,RU,1708302455
536,canyon lake,29.8752,-98.2625,12.46,45,3,0.89,US,1708302441
537,trashi yangtse,27.6116,91.498,7.66,89,97,0.42,BT,1708302457
538,villa angela,-27.5738,-60.7153,26.91,48,20,2.91,AR,1708302458
539,bulayevo,54.9056,70.4439,-34.34,100,100,2.14,KZ,1708302459
540,caska,41.6506,21.6622,1.29,75,8,0.93,MK,1708302460
541,yuzhno-kurilsk,44.0306,145.8556,0.21,75,74,4.74,RU,1708302461
542,syktyvkar,61.6764,50.8099,-8.15,85,100,3.13,RU,1708302462
543,dolores,-36.3132,-57.6792,20.28,90,67,2.99,AR,1708302463
544,akbarabad,29.2464,52.7793,4.79,52,0,1.44,IR,1708302464
545,timbuktu,16.7735,-3.0074,22.89,11,4,4.71,ML,1708302465
546,antofagasta,-23.65,-70.4,20.6,81,91,1.94,CL,1708302466
547,tangalle,6.024,80.7911,24.09,83,53,6.74,LK,1708302467
548,verdal,63.7933,11.4817,-7.98,88,96,1.75,NO,1708302469
549,papao,-17.75,-149.55,31.82,77,100,7.74,PF,1708302470
550,anori,-3.7728,-61.6442,25.17,91,98,1.82,BR,1708302471
551,sitia,35.2,26.0986,13.88,68,28,11.37,GR,1708302472
552,itaituba,-4.2761,-55.9836,27.09,94,40,1.03,BR,1708302473
553,loiza,18.4313,-65.8802,26.99,79,20,3.09,PR,1708302475
554,bambanglipuro,-7.95,110.2833,26.87,84,94,1.28,ID,1708302476
555,pacocha,-17.5833,-71.3333,22.29,87,95,0.94,PE,1708302477
556,nam som,17.7704,102.1895,21.61,57,2,1.5,TH,1708302478
557,flin flon,54.7682,-101.865,-16.09,55,20,1.03,CA,1708302479
558,champerico,14.3,-91.9167,29.3,64,100,4.65,GT,1708302481
559,suileng,47.25,127.0833,-18.77,85,84,4.42,CN,1708302482
560,paita,-5.0892,-81.1144,26.11,80,75,6.21,PE,1708302484
561,tazacorte,28.629,-17.9293,21.75,35,100,7.15,ES,1708302486
562,wanning,18.8003,110.3967,22.04,92,96,3.9,CN,1708302487
563,naha,26.2125,127.6811,24.15,82,20,6.69,JP,1708302202
564,troitsko-pechorsk,62.7084,56.1964,-7.95,92,100,5.36,RU,1708302490
565,vorkuta,67.5,64.0,-10.9,92,100,8.12,RU,1708302491
566,maridi,4.9158,29.4742,24.58,29,95,1.12,SS,1708302492
567,soroti,1.7146,33.6111,22.18,65,82,2.51,UG,1708302493
568,popovaca,44.6392,15.1792,6.44,84,68,0.91,HR,1708302494
569,jayapura,-2.5333,140.7,28.66,75,89,0.52,ID,1708302495
570,peterborough,52.5736,-0.2478,10.73,87,75,2.57,GB,1708302234
571,fort bragg,35.139,-79.006,7.12,48,0,2.57,US,1708302218
